Altitutude (meters),Denstiy (kg/m3)
8855,0.474548
8856,0.474491
8857,0.474434
8858,0.474377
8859,0.47432
8860,0.474264
8861,0.474207
8862,0.47415
8863,0.474093
8864,0.474036
8865,0.473979
8866,0.473922
8867,0.473865
8868,0.473809
8869,0.473752
8870,0.473695
8871,0.473638
8872,0.473581
8873,0.473524
8874,0.473467
8875,0.473411
8876,0.473354
8877,0.473297
8878,0.47324
8879,0.473183
8880,0.473127
8881,0.47307
8882,0.473013
8883,0.472956
8884,0.472899
8885,0.472843
8886,0.472786
8887,0.472729
8888,0.472672
8889,0.472616
8890,0.472559
8891,0.472502
8892,0.472445
8893,0.472389
8894,0.472332
8895,0.472275
8896,0.472218
8897,0.472162
8898,0.472105
8899,0.472048
8900,0.471992
8901,0.471935
8902,0.471878
8903,0.471822
8904,0.471765
8905,0.471708
8906,0.471652
8907,0.471595
8908,0.471538
8909,0.471482
8910,0.471425
8911,0.471368
8912,0.471312
8913,0.471255
8914,0.471198
8915,0.471142
8916,0.471085
8917,0.471029
8918,0.470972
8919,0.470915
8920,0.470859
8921,0.470802
8922,0.470746
8923,0.470689
8924,0.470632
8925,0.470576
8926,0.470519
8927,0.470463
8928,0.470406
8929,0.47035
8930,0.470293
8931,0.470237
8932,0.47018
8933,0.470124
8934,0.470067
8935,0.47001
8936,0.469954
8937,0.469897
8938,0.469841
8939,0.469784
8940,0.469728
8941,0.469672
8942,0.469615
8943,0.469559
8944,0.469502
8945,0.469446
8946,0.469389
8947,0.469333
8948,0.469276
8949,0.46922
8950,0.469163
8951,0.469107
8952,0.469051
8953,0.468994
8954,0.468938
8955,0.468881
8956,0.468825
8957,0.468768
8958,0.468712
8959,0.468656
8960,0.468599
8961,0.468543
8962,0.468487
8963,0.46843
8964,0.468374
8965,0.468317
8966,0.468261
8967,0.468205
8968,0.468148
8969,0.468092
8970,0.468036
8971,0.467979
8972,0.467923
8973,0.467867
8974,0.46781
8975,0.467754
8976,0.467698
8977,0.467642
8978,0.467585
8979,0.467529
8980,0.467473
8981,0.467416
8982,0.46736
8983,0.467304
8984,0.467248
8985,0.467191
8986,0.467135
8987,0.467079
8988,0.467023
8989,0.466966
8990,0.46691
8991,0.466854
8992,0.466798
8993,0.466741
8994,0.466685
8995,0.466629
8996,0.466573
8997,0.466517
8998,0.46646
8999,0.466404
9000,0.466348
9001,0.466292
9002,0.466236
9003,0.46618
9004,0.466123
9005,0.466067
9006,0.466011
9007,0.465955
9008,0.465899
9009,0.465843
9010,0.465787
9011,0.465731
9012,0.465674
9013,0.465618
9014,0.465562
9015,0.465506
9016,0.46545
9017,0.465394
9018,0.465338
9019,0.465282
9020,0.465226
9021,0.46517
9022,0.465114
9023,0.465057
9024,0.465001
9025,0.464945
9026,0.464889
9027,0.464833
9028,0.464777
9029,0.464721
9030,0.464665
9031,0.464609
9032,0.464553
9033,0.464497
9034,0.464441
9035,0.464385
9036,0.464329
9037,0.464273
9038,0.464217
9039,0.464161
9040,0.464105
9041,0.464049
9042,0.463993
9043,0.463937
9044,0.463881
9045,0.463825
9046,0.46377
9047,0.463714
9048,0.463658
9049,0.463602
9050,0.463546
9051,0.46349
9052,0.463434
9053,0.463378
9054,0.463322
9055,0.463266
9056,0.46321
9057,0.463155
9058,0.463099
9059,0.463043
9060,0.462987
9061,0.462931
9062,0.462875
9063,0.462819
9064,0.462763
9065,0.462708
9066,0.462652
9067,0.462596
9068,0.46254
9069,0.462484
9070,0.462429
9071,0.462373
9072,0.462317
9073,0.462261
9074,0.462205
9075,0.46215
9076,0.462094
9077,0.462038
9078,0.461982
9079,0.461926
9080,0.461871
9081,0.461815
9082,0.461759
9083,0.461703
9084,0.461648
9085,0.461592
9086,0.461536
9087,0.46148
9088,0.461425
9089,0.461369
9090,0.461313
9091,0.461258
9092,0.461202
9093,0.461146
9094,0.46109
9095,0.461035
9096,0.460979
9097,0.460923
9098,0.460868
9099,0.460812
9100,0.460756
9101,0.460701
9102,0.460645
9103,0.460589
9104,0.460534
9105,0.460478
9106,0.460423
9107,0.460367
9108,0.460311
9109,0.460256
9110,0.4602
9111,0.460144
9112,0.460089
9113,0.460033
9114,0.459978
9115,0.459922
9116,0.459867
9117,0.459811
9118,0.459755
9119,0.4597
9120,0.459644
9121,0.459589
9122,0.459533
9123,0.459478
9124,0.459422
9125,0.459367
9126,0.459311
9127,0.459255
9128,0.4592
9129,0.459144
9130,0.459089
9131,0.459033
9132,0.458978
9133,0.458922
9134,0.458867
9135,0.458811
9136,0.458756
9137,0.458701
9138,0.458645
9139,0.45859
9140,0.458534
9141,0.458479
9142,0.458423
9143,0.458368
9144,0.458312
